,Species_ORIGINAL,Species,Size (feet),Position,UTC_Date,Latitude__,Longitude
5092,eyeshine,Crocodylus,0,On bank,2021-08-23,-12.9294683333333,131.66418
5093,eyeshine,Crocodylus,0,Shallow water on edge,2021-08-23,-12.92894,131.667166666667
5094,eyeshine,Crocodylus,0,Shallow water on edge,2021-08-23,-12.9282766666667,131.6716
5095,eyeshine,Crocodylus,0,Shallow water on edge,2021-08-23,-12.9282733333333,131.671616666667
5096,eyeshine,Crocodylus,0,On bank,2021-08-23,-12.9282616666667,131.67168
5097,eyeshine,Crocodylus,0,Shallow water on edge,2021-08-23,-12.9283616666667,131.68055
5098,eyeshine,Crocodylus,0,Shallow water on edge,2021-08-23,-12.927315,131.681718333333
5099,eyeshine,Crocodylus,0,Shallow water on edge,2021-08-23,-12.927315,131.681718333333
5100,eyeshine,Crocodylus,0,Shallow water on edge,2021-08-23,-12.927315,131.681718333333
5101,eyeshine,Crocodylus,0,Shallow water on edge,2021-08-23,-12.927315,131.681718333333
5102,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-08-06,-11.134753342722,132.143763293379
5103,C. porosus,Crocodylus porosus,11,Shallow water on edge,2022-08-06,-11.1741321688116,132.161875686393
5104,C. porosus,Crocodylus porosus,11,Mid-stream,2022-08-06,-11.1957087874416,132.176032479362
5105,C. porosus,Crocodylus porosus,7,On bank,2022-08-06,-11.2060257864989,132.192615194189
5106,C. porosus,Crocodylus porosus,10,Shallow water on edge,2022-08-06,-11.2341887986737,132.200453329385
5107,C. porosus,Crocodylus porosus,9,Shallow water on edge,2022-08-06,-11.2417894339942,132.204595468465
5108,C. porosus,Crocodylus porosus,14,Shallow water on edge,2022-08-06,-11.2423141069536,132.205771147818
5109,C. porosus,Crocodylus porosus,14,Mid-stream,2022-08-06,-11.2737242626208,132.194319715893
